시군구명,어린이집코드,어린이집명,어린이집유형,운영현황,우편번호,상세주소,전화번호,팩스번호,홈페이지주소,보육실수,보육실 면적,놀이터수,CCTV총설치수,보육교직원수,정원,현원,시설 위도(좌표값),시설 경도(좌표값),통학차량운영여부,인가일자,휴지시작일자,휴지종료일자,폐지일자,데이터기준일자,제공서비스,반수-만0세,반수-만1세,반수-만2세,반수-만3세,반수-만4세,반수-만5세,반수-영아혼합(만0~2세),반수-유아혼합(만3~5세),반수-특수장애,반수-총계,아동수-만0세,아동수-만1세,아동수-만2세,아동수-만3세,아동수-만4세,아동수-만5세,아동수-영아혼합(만0~2세),아동수-유아혼합(만3~5세),아동수-특수장애,아동수-총계,근속년수-1년미만,근속년수-1년이상~2년미만,근속년수-2년이상~4년미만,근속년수-4년이상~6년미만,근속년수-6년이상,교직원현황-원장,교직원현황-보육교사,교직원현황-특수교사,교직원현황-치료교사,교직원현황-영양사,교직원현황-간호사,교직원현황-간호조무사,교직원현황-조리원,교직원현황-사무직원,교직원현황-총계,데이터수집일
노원구,11350001031,수락예지어린이집,국공립,정상,1600.0,"서울특별시 노원구 누원로 28 304동 1층(상계동, 수락리버시티3단지)",02-936-3050,02-937-3070,,4,96.0,1,5,5,20,11,37.6874759102,127.0535531896,미운영,2018-09-01,,,,2025-06-04,일반,2,0,0,0,0,0,2,0,0,4,2,0,0,0,0,0,2,0,0,4,25.0,0.0,0.0,0.0,75.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,2025-06-04 22:15:53.0
강북구,11305000091,구립솔샘어린이집,국공립,정상,1120.0,"서울특별시 강북구 삼양로74길 8 102동 102호(미아동, 경남아너스빌)",02-989-5321,02-989-5321,http://cafe.daum.net/9895321,4,71.0,0,4,7,20,13,37.62891621016676,127.01857761104526,미운영,2018-09-01,,,,2025-06-04,"야간연장형,시간제보육",1,1,1,0,0,0,1,0,0,4,2,2,5,0,0,0,4,0,0,13,17.0,0.0,33.0,0.0,50.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,2025-06-04 22:15:30.0
노원구,11350001033,비선어린이집,국공립,정상,1799.0,"서울특별시 노원구 화랑로51길 78 관리동 (공릉동, 비선아파트)",02-948-2166,02-948-2166,,4,148.0,5,8,13,48,28,37.6258173921,127.0878282137,미운영,2018-09-01,,,,2025-06-04,장애아통합,3,4,1,0,0,0,0,0,0,8,9,14,5,0,0,0,0,0,0,28,27.0,27.0,27.0,9.0,9.0,1.0,11.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,13.0,2025-06-04 22:15:52.0
서초구,11650000431,서초구립 신반포아크로빛어린이집,국공립,정상,6508.0,서울특별시 서초구 잠원로 117 신반포아크로리버뷰아파트 104동,02-532-2001,02-532-3001,,5,186.0,1,16,15,54,44,37.515333755779736,127.00746544186887,미운영,2018-09-01,,,,2025-06-04,일반,4,3,2,1,0,0,0,0,0,10,9,15,14,6,0,0,0,0,0,44,17.0,8.0,50.0,17.0,8.0,1.0,12.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,15.0,2025-06-04 22:17:41.0
서초구,11650000430,서초구립 신반포자이어린이집,국공립,정상,6521.0,서울특별시 서초구 잠원로 60,02-535-5128,02-535-5126,,4,190.0,1,10,12,43,38,37.51019800408927,127.00789472936512,미운영,2018-09-01,,,,2025-06-04,일반,2,2,2,1,0,0,0,0,0,7,6,10,13,9,0,0,0,0,0,38,22.0,0.0,67.0,11.0,0.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,12.0,2025-06-04 22:17:41.0
노원구,11350001028,또래어린이집,국공립,정상,1604.0,"서울특별시 노원구 동일로245가길 41 202동 106호 (상계동, 은빛아파트)",02-952-5880,,,3,45.0,1,5,7,16,9,37.6806824238,127.0538022395,미운영,2018-09-01,,,,2025-06-04,일반,0,1,0,0,0,0,3,0,0,4,0,3,0,0,0,0,6,0,0,9,0.0,17.0,33.0,17.0,33.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,2025-06-04 22:15:52.0
용산구,11170000204,해늘어린이집,국공립,정상,4381.0,"서울특별시 용산구 이촌로34길 29 이촌동, 현대한강아파트 관리동",02-711-7847,,,5,82.0,0,9,13,31,28,37.5236368943,126.9566639649,미운영,2018-09-01,,,,2025-06-04,일반,2,3,2,0,0,0,0,0,0,7,6,12,10,0,0,0,0,0,0,28,70.0,30.0,0.0,0.0,0.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,13.0,2025-06-04 22:14:30.0
마포구,11440000452,마포센트럴아이파크어린이집,국공립,정상,4201.0,서울특별시 마포구 마포대로 246 아현아이파크아파트 103동 1층,02-363-2005,02-312-2005,,3,80.0,0,11,10,30,17,37.5553491829,126.9585921867,미운영,2018-09-01,,,,2025-06-04,일반,3,2,2,1,0,0,2,0,0,10,6,2,6,0,0,0,0,0,0,14,29.0,57.0,0.0,14.0,0.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0,2025-06-04 22:16:21.0
중구,11140000111,신한꿈나무어린이집,직장,정상,4542.0,서울특별시 중구 을지로2가 삼일대로 358 신한L타워 3층,02-6250-8091,02-6250-2093,,4,219.0,1,20,15,62,43,37.5664885611,126.9881059884,미운영,2018-08-31,,,,2025-06-04,일반,0,3,3,0,0,1,0,3,0,10,0,10,13,0,0,5,0,15,0,43,42.0,17.0,0.0,42.0,0.0,1.0,12.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,15.0,2025-06-04 22:14:19.0
강서구,11500000708,롯데중앙연구소 mom편한 어린이집,직장,정상,7594.0,서울특별시 강서구 마곡중앙로 201,02-6309-3148,02-6309-3138,www.puruni.com/lotternd,3,149.0,0,10,11,36,19,37.57112829511681,126.82736036741356,미운영,2018-08-27,,,,2025-06-04,일반,0,2,2,2,0,0,0,0,0,6,0,6,4,9,0,0,0,0,0,19,44.0,11.0,33.0,11.0,0.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,11.0,2025-06-04 22:16:43.0
은평구,11380000646,구립 해맞이어린이집,국공립,정상,3428.0,서울특별시 은평구 갈현로15길 11-4,02-356-6800,02-356-8804,,5,147.0,0,14,11,45,25,37.6074169113,126.909126562,미운영,2018-08-22,,,,2025-06-04,야간연장형,3,3,2,1,0,0,1,1,0,11,6,8,4,7,0,0,0,0,0,25,50.0,25.0,0.0,0.0,25.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,11.0,2025-06-04 22:16:02.0
송파구,11710000767,송파꿈꾸는어린이집,국공립,정상,5721.0,"서울특별시 송파구 동남로 341 (오금동, 송파레미니스2단지)",02-6953-6366,070-7542-7974,,6,246.0,2,14,15,85,52,37.50549110915348,127.1379058943227,미운영,2018-08-10,,,,2025-06-04,야간연장형,2,3,3,0,0,0,0,1,0,9,6,15,21,0,0,0,0,10,0,52,69.0,8.0,15.0,8.0,0.0,1.0,13.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,15.0,2025-06-04 22:18:02.0
은평구,11380000645,구립 다래어린이집,국공립,정상,3478.0,서울특별시 은평구 응암로4길 5,02-302-5800,02-302-5799,,3,72.0,0,16,10,27,21,37.585744167842215,126.91601399698015,미운영,2018-07-30,,,,2025-06-04,야간연장형,1,2,2,0,0,0,1,0,0,6,0,6,13,0,0,0,2,0,0,21,29.0,14.0,57.0,0.0,0.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0,2025-06-04 22:16:02.0
동작구,11590000425,구립로이어린이집,국공립,정상,7001.0,서울특별시 동작구 사당로23길 112,02-535-5277,02-535-5279,http://iseoul.seoul.go.kr/homepage/main.do?stCode=11590000425,3,95.0,1,9,12,30,30,37.4877494012,126.9733830512,미운영,2018-07-16,,,,2025-06-04,야간연장형,3,2,2,0,0,0,0,0,0,7,6,10,14,0,0,0,0,0,0,30,60.0,0.0,10.0,30.0,0.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,12.0,2025-06-04 22:17:21.0
동작구,11590000426,구립리가어린이집,국공립,정상,7000.0,"서울특별시 동작구 사당로27길 130 105동 키즈클럽(사당동,이수역 리가아파트)",02-536-1292,02-536-1295,http://iseoul.seoul.go.kr/homepage/main.do?stCode=11590000426,3,77.0,1,8,9,20,20,37.4898288129,126.9728802636,미운영,2018-07-16,,,,2025-06-04,야간연장형,2,2,1,0,0,0,0,0,0,5,6,7,7,0,0,0,0,0,0,20,29.0,43.0,14.0,0.0,14.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,9.0,2025-06-04 22:17:21.0
동작구,11590000424,구립아리아어린이집,국공립,정상,7071.0,서울특별시 동작구 보라매로5길 51 102호,02-836-9300,02-836-9301,http://iseoul.seoul.go.kr/homepage/main.do?stCode=11590000424,4,103.0,0,11,13,33,29,37.490797151466765,126.92317069084328,미운영,2018-07-16,,,,2025-06-04,"야간연장형,휴일보육,시간제보육",3,2,2,0,0,0,0,0,0,7,6,9,14,0,0,0,0,0,0,29,27.0,18.0,27.0,18.0,9.0,1.0,11.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,13.0,2025-06-04 22:17:21.0
강동구,11740000513,구립성내2동어린이집,국공립,정상,5390.0,서울특별시 강동구 성안로13길 21-14 (성내동),02-476-0510,02-476-0512,,6,221.0,1,24,12,60,28,37.53101894991802,127.13081539147866,미운영,2018-07-12,,,,2025-06-04,야간연장형,3,2,2,1,0,0,0,1,0,9,6,10,12,0,0,0,0,0,0,28,10.0,0.0,50.0,30.0,10.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,12.0,2025-06-04 22:18:11.0
송파구,11710000765,가락라온어린이집,국공립,정상,5705.0,서울특별시 송파구 송이로15길 31 가락2차쌍용아파트 102동 102호,02-401-6805,02-401-6805,,3,85.0,1,4,8,20,20,37.5021305293,127.1222035692,미운영,2018-07-01,,,,2025-06-04,야간연장형,2,1,1,0,0,0,1,0,0,5,5,5,7,0,0,0,3,0,0,20,0.0,14.0,43.0,29.0,14.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,2025-06-04 22:18:02.0
송파구,11710000764,거여다온어린이집,국공립,정상,5771.0,서울특별시 송파구 오금로56길 16 우방1차아파트 102동 101호,02-415-7036,02-415-7036,,3,85.0,1,4,7,20,14,37.4924958743,127.1424876737,미운영,2018-07-01,,,,2025-06-04,야간연장형,0,1,0,0,0,0,3,0,0,4,0,5,0,0,0,0,9,0,0,14,17.0,0.0,33.0,0.0,50.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,2025-06-04 22:18:02.0
송파구,11710000763,송이어린이집,국공립,정상,5676.0,서울특별시 송파구 송파대로36길 5-8 송파아파트 106호,02-2202-6113,02-2202-6103,,3,114.0,1,6,9,20,20,37.5003703765,127.1127282724,미운영,2018-07-01,,,,2025-06-04,야간연장형,5,4,2,0,0,0,3,0,0,14,5,9,6,0,0,0,0,0,0,20,43.0,14.0,29.0,0.0,14.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,9.0,2025-06-04 22:18:02.0
동작구,11590000423,구립열린어린이집,국공립,정상,6999.0,서울특별시 동작구 동작대로29길 91,02-594-8153,02-595-8153,http://iseoul.seoul.go.kr/homepage/main.do?stCode=11590000423,3,60.0,1,8,10,21,20,37.487049264956255,126.9774594764912,미운영,2018-07-01,,,,2025-06-04,야간연장형,2,2,1,0,0,0,0,0,0,5,5,8,7,0,0,0,0,0,0,20,38.0,25.0,0.0,13.0,25.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0,2025-06-04 22:17:21.0
양천구,11470000600,이글나래어린이집,직장,정상,7900.0,서울특별시 양천구 화곡로3길 27-8,02-2602-2902,,,7,285.0,1,33,19,90,48,37.5418873,126.8265868,운영,2018-06-28,,,,2025-06-04,야간연장형,2,2,2,1,1,1,0,0,0,9,6,9,9,7,9,8,0,0,0,48,50.0,14.0,29.0,0.0,7.0,1.0,14.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,19.0,2025-06-04 22:16:32.0
중랑구,11260000487,두루놀이장난감도서관,국공립,정상,2263.0,서울특별시 중랑구 신내역로1길 142,02-3421-0030,,,0,141.0,0,0,0,0,0,,,,2018-06-08,,,,2022-10-26,시간제보육,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,2022-10-26 22:02:35.0
영등포구,11560000463,자연과아이어린이집,국공립,정상,7258.0,서울특별시 영등포구 당산동3가 양산로25길 12,02-2068-2914,02-2677-2914,,4,127.0,1,7,11,48,26,37.5246215398,126.8989370763,미운영,2018-06-07,,,,2025-06-04,야간연장형,2,2,1,0,0,0,1,0,0,6,6,10,5,0,0,0,5,0,0,26,75.0,0.0,25.0,0.0,0.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,11.0,2025-06-04 22:17:12.0
동대문구,11230000478,솔향기어린이집,국공립,정상,2639.0,서울특별시 동대문구 장한로26다길 77,02-2213-1095,02-2213-1096,http://cafe.naver.com/solaroma,5,199.0,1,16,10,49,25,37.56833136418697,127.07200196671872,미운영,2018-06-01,,,,2025-06-04,일반,2,3,1,0,0,0,0,0,0,6,6,12,7,0,0,0,0,0,0,25,38.0,38.0,0.0,13.0,13.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0,2025-06-04 22:15:00.0
금천구,11545000297,구립참행복한어린이집,국공립,정상,8637.0,서울특별시 금천구 시흥대로 165 남서울힐스테이트아파트 212동 102호,02-895-2737,02-895-2737,http://cafe.daum.net/trulyhappy,4,87.0,0,6,10,20,20,37.44846757619602,126.90157460020772,미운영,2018-06-01,,,,2025-06-04,야간연장형,1,1,2,0,0,0,3,0,0,7,3,4,0,0,0,0,13,0,0,20,50.0,0.0,38.0,0.0,13.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0,2025-06-04 22:17:00.0
은평구,11380000640,구립 백련산힐4차어린이집,국공립,정상,3469.0,서울특별시 은평구 백련산로 37 백련산힐스테이트4차아파트 407동 1층,02-307-9622,02-307-9623,,6,116.0,0,18,16,40,39,37.5894136931,126.9222734665,미운영,2018-06-01,,,,2025-06-04,일반,3,4,3,0,0,0,1,0,0,11,6,15,15,0,0,0,3,0,0,39,46.0,8.0,23.0,15.0,8.0,1.0,13.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,16.0,2025-06-04 22:16:02.0
성북구,11290000630,엔젤어린이집,국공립,정상,2702.0,"서울특별시 성북구 보국문로 116 , 단지내 1층(정릉동)",02-918-4477,02-918-4477,,4,76.0,0,6,9,24,16,37.61449739340687,127.00752064931103,미운영,2018-06-01,,,,2025-06-04,일반,0,1,1,0,0,0,2,0,0,4,0,4,7,0,0,0,5,0,0,16,0.0,0.0,50.0,50.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,9.0,2025-06-04 22:15:22.0
마포구,11440000451,다해어린이집,국공립,정상,3907.0,서울특별시 마포구 상암산로1길 24,02-304-6557,,,4,111.0,2,8,11,30,22,37.5776672984,126.8893424584,미운영,2018-06-01,,,,2025-06-04,일반,1,2,2,0,0,0,2,0,0,7,3,8,8,0,0,0,3,0,0,22,50.0,25.0,0.0,25.0,0.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,11.0,2025-06-04 22:16:21.0
성북구,11290000627,통통어린이집,국공립,정상,2780.0,서울특별시 성북구 화랑로48길 16,02-965-6619,,,4,114.0,0,6,12,35,31,37.6126112,127.0687734,미운영,2018-06-01,,,,2025-06-04,일반,2,4,2,0,0,0,0,0,0,8,4,15,12,0,0,0,0,0,0,31,67.0,0.0,22.0,11.0,0.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,12.0,2025-06-04 22:15:23.0
성북구,11290000628,동아라온어린이집,국공립,정상,2753.0,서울특별시 성북구 장월로1길 28 단지내 1층,02-6224-7942,0504-007-6932,,3,75.0,0,6,10,28,26,37.60776318034991,127.04497259778428,미운영,2018-06-01,,,,2025-06-04,일반,3,3,3,0,0,0,0,0,0,9,5,14,7,0,0,0,0,0,0,26,29.0,43.0,0.0,14.0,14.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0,2025-06-04 22:15:22.0
성북구,11290000629,파아란어린이집,국공립,정상,2712.0,"서울특별시 성북구 솔샘로24길 15 , 단지내 1층(정릉동)",02-916-7942,,,5,183.0,1,7,12,47,45,37.615481531746106,127.0100890160502,미운영,2018-06-01,,,,2025-06-04,일반,2,5,3,1,0,0,0,0,0,11,6,13,14,12,0,0,0,0,0,45,20.0,10.0,60.0,10.0,0.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,12.0,2025-06-04 22:15:23.0
은평구,11380000641,어울림어린이집,가정,정상,3300.0,"서울특별시 은평구 진관3로 15-45 1015동 1층 (진관동, 은평뉴타운 구파발)",02-355-9009,02-355-9088,,4,96.0,1,8,7,20,9,37.6442904974,126.9161702078,미운영,2018-05-29,,,,2025-06-04,야간연장형,1,1,1,0,0,0,2,0,0,5,0,0,6,0,0,0,3,0,0,9,50.0,17.0,33.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2025-06-04 22:16:03.0
중랑구,11260000485,장미향기공동육아방,국공립,정상,2011.0,서울특별시 중랑구 중랑천로 252-1,02-977-0032,,,0,92.0,0,0,0,0,0,,,,2018-05-29,,,,2022-10-26,시간제보육,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,2022-10-26 22:02:35.0
은평구,11380000644,구립 꽃가람어린이집,국공립,정상,3382.0,서울특별시 은평구 은평로21길 36-3 102-101,02-382-6130,02-358-6130,,4,90.0,0,12,10,29,16,37.603218511,126.9306800534,미운영,2018-05-15,,,,2025-06-04,야간연장형,2,2,1,0,0,0,0,0,0,5,5,6,5,0,0,0,0,0,0,16,29.0,43.0,0.0,14.0,14.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0,2025-06-04 22:16:02.0
은평구,11380000642,구립 거북마을어린이집,국공립,정상,3426.0,서울특별시 은평구 서오릉로15길 7-1,02-352-1170,02-352-1170,,5,140.0,0,12,10,49,17,37.6135226284,126.9099300834,미운영,2018-05-15,,,,2025-06-04,야간연장형,3,2,3,0,0,0,3,1,0,12,0,4,9,0,0,0,4,0,0,17,13.0,13.0,25.0,25.0,25.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0,2025-06-04 22:16:02.0
은평구,11380000643,구립 아롱별어린이집,국공립,정상,3391.0,서울특별시 은평구 통일로69길 12-10,02-383-2220,02-384-2221,,4,80.0,0,11,13,30,27,37.6118477281,126.9269299755,미운영,2018-05-14,,,,2025-06-04,야간연장형,3,2,2,0,0,0,1,0,0,8,6,8,11,0,0,0,2,0,0,27,20.0,20.0,60.0,0.0,0.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,13.0,2025-06-04 22:16:02.0
은평구,11380000639,구립 키즈빌리지어린이집,국공립,정상,3302.0,서울특별시 은평구 진관4로 17 상림마을 812동 1층,02-355-0608,02-355-0607,,4,63.0,0,14,11,23,17,37.6436463798,126.9229013677,미운영,2018-05-11,,,,2025-06-04,야간연장형,1,2,2,0,0,0,1,0,0,6,0,4,10,0,0,0,3,0,0,17,13.0,25.0,38.0,0.0,25.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,11.0,2025-06-04 22:16:02.0
영등포구,11560000462,거성어린이집,국공립,정상,7210.0,서울특별시 영등포구 양평동3가 선유로43가길 24 관리동 1층,02-2672-9681,,,3,52.0,0,3,9,17,17,37.5314269827,126.8920129607,미운영,2018-05-11,,,,2025-06-04,야간연장형,2,0,1,0,0,0,2,0,0,5,6,0,5,0,0,0,6,0,0,17,0.0,25.0,25.0,25.0,25.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,9.0,2025-06-04 22:17:11.0
강동구,11740000512,현대홈키즈어린이집,직장,정상,5328.0,"서울특별시 강동구 올림픽로70길 34 현대홈쇼핑 1층, 현대홈키즈어린이집",02-484-0508,02-484-0509,,4,219.0,2,16,15,60,35,37.5390716511,127.1256175541,미운영,2018-04-30,,,,2025-06-04,일반,0,3,3,2,0,0,0,1,0,9,0,8,12,10,0,0,0,5,0,35,55.0,36.0,9.0,0.0,0.0,1.0,11.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,15.0,2025-06-04 22:18:12.0
영등포구,11560000461,모아미래도어린이집,국공립,정상,7285.0,서울특별시 영등포구 문래동5가 선유로9나길 5 관리동 1층,02-2637-2335,02-2637-2333,,3,48.0,0,5,8,18,18,37.5172726911,126.8867214504,미운영,2018-04-30,,,,2025-06-04,야간연장형,2,2,1,0,0,0,0,0,0,5,5,6,7,0,0,0,0,0,0,18,33.0,17.0,33.0,0.0,17.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,2025-06-04 22:17:11.0
용산구,11170000201,삼일어린이집,직장,정상,4378.0,"서울특별시 용산구 한강대로 95 B동 4층 410호(한강로2가,래미안용산)",02-794-8831,02-794-8830,www.puruni.com/samil,3,133.0,0,14,13,49,34,37.52954731337001,126.96739471952138,미운영,2018-04-25,,,,2025-06-04,일반,0,4,3,2,0,0,0,0,0,9,0,14,11,9,0,0,0,0,0,34,40.0,10.0,10.0,20.0,20.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,13.0,2025-06-04 22:14:30.0
중구,11140000110,늘푸른어린이집,국공립,정상,4500.0,서울특별시 중구 만리동2가 만리재로21길 9,02-2088-1318,02-2088-1312,,3,101.0,0,12,13,38,35,37.5528170627,126.9630705681,미운영,2018-04-16,,,,2025-06-04,일반,3,3,2,0,0,0,0,0,0,8,9,12,14,0,0,0,0,0,0,35,40.0,10.0,30.0,20.0,0.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,13.0,2025-06-04 22:14:19.0
송파구,11710000761,석촌사랑어린이집,국공립,정상,5611.0,"서울특별시 송파구 백제고분로33길 32-14 102호(석촌동, 호수맨션)",02-419-9134,,,3,129.0,0,6,8,20,20,37.5055937164,127.0994493719,미운영,2018-04-02,,,,2025-06-04,야간연장형,2,2,1,0,0,0,2,0,0,7,6,5,5,0,0,0,4,0,0,20,17.0,17.0,33.0,0.0,33.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,2025-06-04 22:18:02.0
송파구,11710000762,방이두리어린이집,국공립,정상,5642.0,서울특별시 송파구 오금로23길 9-17 1층 2호(방이동),02-422-1363,02-420-1362,,3,46.0,0,6,9,17,17,37.5096196392,127.1150676002,미운영,2018-04-02,,,,2025-06-04,야간연장형,2,2,1,0,0,0,1,0,0,6,4,3,7,0,0,0,3,0,0,17,29.0,29.0,43.0,0.0,0.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,9.0,2025-06-04 22:18:02.0
송파구,11710000760,가락예은어린이집,국공립,정상,5711.0,"서울특별시 송파구 송파대로32길 8 6동 101호(가락동, 우성아파트)",02-6479-1273,02-6479-1273,,3,59.0,0,6,8,20,20,37.49649053270299,127.11769390739268,미운영,2018-04-02,,,,2025-06-04,야간연장형,2,2,1,0,0,0,0,0,0,5,6,7,7,0,0,0,0,0,0,20,14.0,0.0,29.0,14.0,43.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,2025-06-04 22:18:02.0
동대문구,11230000470,가온어린이집,국공립,정상,2644.0,"서울특별시 동대문구 천호대로89길 30 101동 109호(장안동,은하수드림필아파트)",02-2215-3342,,,3,53.0,0,6,8,20,19,37.5630703724,127.0691152165,미운영,2018-04-01,,,,2025-06-04,일반,6,8,3,0,0,0,0,0,0,17,6,8,5,0,0,0,0,0,0,19,29.0,14.0,0.0,29.0,29.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,2025-06-04 22:15:00.0
동대문구,11230000477,솔솔어린이집,국공립,정상,2513.0,서울특별시 동대문구 장안벚꽃로5길 19 2층(휘경동),02-2249-4924,02-3390-4924,,3,134.0,0,6,10,32,16,37.581479918005904,127.0743581309586,미운영,2018-04-01,,,,2025-06-04,"야간연장형,시간제보육",1,1,1,0,0,0,1,0,0,4,3,3,5,0,0,0,5,0,0,16,57.0,0.0,0.0,43.0,0.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0,2025-06-04 22:15:00.0
영등포구,11560000459,한국교직원공제회어린이집,직장,정상,7328.0,서울특별시 영등포구 여의나루로 50 한국교직원공제회관 2층,02-786-1508,02-786-1509,https://www.puruni.com/ktcu,4,127.0,1,20,10,33,14,37.5218050224,126.9256513576,미운영,2018-03-28,,,,2025-06-04,일반,0,2,1,1,0,0,0,0,0,4,0,6,2,6,0,0,0,0,0,14,71.0,14.0,0.0,14.0,0.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0,2025-06-04 22:17:12.0
강동구,11740000511,삼성물산강동어린이집,직장,정상,5288.0,서울특별시 강동구 상일로6길 26 글로벌엔지니어링센터 B동 2층,02-481-9961,,,6,416.0,2,22,29,109,101,37.5488183814,127.1753261481,미운영,2018-03-27,,,,2025-06-04,일반,0,6,5,3,0,0,0,3,0,17,0,24,24,23,0,0,0,30,0,101,57.0,5.0,19.0,10.0,10.0,1.0,21.0,0.0,0.0,1.0,0.0,1.0,3.0,1.0,29.0,2025-06-04 22:18:11.0
용산구,11170000200,사랑꿈어린이집,국공립,정상,4368.0,서울특별시 용산구 원효로 216 관리동 1층,070-7767-6300,,,4,94.0,1,7,10,21,20,37.5367226428,126.9665271675,미운영,2018-03-16,,,,2025-06-04,일반,3,2,1,0,0,0,0,0,0,6,8,5,7,0,0,0,0,0,0,20,38.0,25.0,25.0,13.0,0.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0,2025-06-04 22:14:30.0
마포구,11440000450,KB합정어린이집,직장,정상,4026.0,서울특별시 마포구 포은로2가길 59,02-337-8102,02-337-8103,https://www.puruni.com/kbinsure,4,225.0,4,45,17,85,38,37.5497108027,126.9100974574,미운영,2018-03-16,,,,2025-06-04,일반,0,2,2,0,0,2,0,3,0,9,0,4,6,0,0,10,0,18,0,38,54.0,8.0,31.0,8.0,0.0,1.0,13.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,17.0,2025-06-04 22:16:21.0
금천구,11545000328,구립우솔어린이집,국공립,정상,8646.0,서울특별시 금천구 금하로 816 벽산아파트 518-101,02-805-9707,02-896-2234,,3,59.0,0,4,9,20,20,37.4497783639,126.9200222775,미운영,2018-03-13,,,,2025-06-04,야간연장형,2,2,2,0,0,0,3,0,0,9,3,9,6,0,0,0,2,0,0,20,63.0,13.0,13.0,0.0,13.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,9.0,2025-06-04 22:17:00.0
강남구,11680000477,오뚜기 어린이집,직장,정상,6177.0,서울특별시 강남구 영동대로 308 2층,02-2010-0200,,,4,148.0,0,20,17,49,41,37.5020770497,127.0676656525,미운영,2018-03-09,,,,2025-06-04,일반,0,3,2,0,0,1,0,2,0,8,0,10,9,0,0,7,0,15,0,41,31.0,39.0,15.0,8.0,8.0,1.0,13.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,17.0,2025-06-04 09:26:14.0
